STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHE,Switzerland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,8638169,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHE,Switzerland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,8704542,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,16939925,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,17030314,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,17131295,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,17231622,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,17344876,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,17441500,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,17533048,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,60229599,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,60115220,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,60002254,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,59877216,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,59729077,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,59438845,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,59133173,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,10820883,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,10775966,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,10754679,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,10732877,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,10721584,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,10698597,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,10569211,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,81686608,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,82348669,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,82657000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,82905788,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,83092956,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,83160877,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,83196076,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,83797987,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,9799183,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,9923086,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,10057695,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,10175215,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,10278888,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,10353444,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,10415812,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,10486941,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,2063077,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,2064241,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,2066161,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,2070050,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,2089310,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,2100126,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,2107007,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVN,Slovenia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,2108732,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,5423800.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,5430797.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,5439231.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,5446770.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,5454147,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,5458827,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,5441991,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SVK,Slovak Republic,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,5431752,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,5189898,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,5236152,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,5276965,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,5311916,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,5347893,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,5379472,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,5408320,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NOR,Norway,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,5457129,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,127094745,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,127041812,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,126918546,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,126748506,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,126555078,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,126146099,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,125502290,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,JPN,Japan,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,124946789,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,5479528,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,5495297,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,5508209,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,5515525,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,5521605,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,5529545,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,5541020,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,5556108,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,5678348,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,5724456,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,5760694,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,5789957,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,5814461,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,5825337,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,5850189,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,5910577,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,10542942,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,10565284,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,10589526,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,10626430,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,10669324,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,10700155,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,10500850,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,10759525,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,46313898,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,46830116,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,47419200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,48258494,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,49395678,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,50407647,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,51117378,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,51682692,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,17971423,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,18167147,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,18419192,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,18751405,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,19107216,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,19458310,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,19678363,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHL,Chile,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,19828563,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,11238474,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,11295003,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,11349081,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,11403740,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,11462023,,A,Normal value,0,Units,0,Zero
